Intrusions_Tabberabberan,MetamorphicFacies_Benambran,MetamorphicFacies_KanimblanTablelands,MetamorphicFacies_Tabberabberan,RockUnits_CSP,RockUnits_LAO
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Andesite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Null,Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Shale
Null,Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Mudstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Mudstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Granite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Upper Greenschist,Subgreenschist facies,Greenschist facies,Null,Schist
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Silt,Sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clay,Sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clay,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Siliciclastic sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Siliciclastic sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Siliciclastic sedimentary rock
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Shale
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Shale
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clay,Sandstone
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Gravel,Igneous rock
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Gravel,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Sedimentary rock
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Dacite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Dacite
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Igneous rock
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Dacite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Limestone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Limestone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Andesite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Null,Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Shale
Null,Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Mudstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Mudstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Mudstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Granite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Sand,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Silt,Sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Siliciclastic sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Siliciclastic sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Siliciclastic sedimentary rock
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Shale
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Gravel,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Gravel,Sandstone
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clay,Igneous rock
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clay,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sedimentary rock
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Dacite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Dacite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Dacite
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Igneous rock
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Igneous rock
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Dacite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Limestone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Rhyolite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Clastic sediment,Mudstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Mudstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Mudstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Rhyolite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Silt,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Siliciclastic sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Siliciclastic sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Siliciclastic sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Siliciclastic sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Shale
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clay,Shale
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Gravel,Igneous rock
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Gravel,Igneous rock
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Igneous rock
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Igneous rock
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Silt,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sedimentary rock
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sand,Dacite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Dacite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Granite
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Igneous rock
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Dacite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Limestone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Granite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
